state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,metric_used,method,year,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,valid_day_count,required_day_count,exceptional_data_count,null_observation_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,arithmetic_mean,standard_deviation,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_nonoverlap_value,first_max_n_o_datetime,second_max_nonoverlap_value,second_max_n_o_datetime,ninety_ninth_percentile,ninety_eighth_percentile,ninety_fifth_percentile,ninetieth_percentile,seventy_fifth_percentile,fiftieth_percentile,tenth_percentile,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
48,215,0042,44201,1,26.309858,-98.183101,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,5984,95.0,Y,348,365,0,0,2,2,Certified,0.033868,0.01236,0.089,2002-09-13 10:00,0.071,2002-09-22 09:00,0.07,2002-08-30 09:00,0.068,2002-05-20 10:00,,,,,0.068,0.064,0.059,0.051,0.041,0.032,0.02,Edinburg,1902 WEST SCHUNIOR,Texas,Hidalgo,Edinburg,32580,"McAllen-Edinburg-Mission, TX",2022-01-20
48,215,0043,44201,1,26.226343,-98.29085,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6044,96.0,Y,350,365,0,0,4,4,Certified,0.03774,0.012446,0.089,2002-09-13 10:00,0.078,2002-08-30 09:00,0.076,2002-04-01 10:00,0.074,2002-05-31 12:00,,,,,0.074,0.069,0.061,0.053,0.045,0.037,0.022,Mission,2300 North Glasscock,Texas,Hidalgo,Mission,32580,"McAllen-Edinburg-Mission, TX",2022-01-20
48,221,0001,44201,1,32.442304,-97.803529,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6179,99.0,Y,242,245,0,0,19,19,Certified,0.044223,0.016237,0.087,2002-09-11 11:00,0.085,2002-05-21 14:00,0.085,2002-08-07 13:00,0.085,2002-08-08 12:00,,,,,0.085,0.081,0.075,0.067,0.055,0.044,0.036,Granbury,200 N Gordon Street,Texas,Hood,Granbury,19100,"Dallas-Fort Worth-Arlington, TX",2022-01-20
48,245,0009,44201,2,30.036422,-94.071061,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6064,96.0,Y,351,365,0,0,12,12,Certified,0.03461,0.015067,0.083,2002-09-14 09:00,0.082,2002-09-12 10:00,0.081,2002-08-03 10:00,0.075,2002-05-22 11:00,,,,,0.075,0.073,0.066,0.057,0.041,0.032,0.018,Beaumont Downtown,1086 Vermont Avenue,Texas,Jefferson,Beaumont,13140,"Beaumont-Port Arthur, TX",2022-01-20
48,245,0011,44201,1,29.897516,-93.991084,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6129,99.0,Y,360,365,0,0,9,9,Certified,0.035103,0.014466,0.087,2002-09-12 09:00,0.081,2002-09-14 09:00,0.075,2002-09-27 10:00,0.074,2002-09-11 10:00,,,,,0.074,0.073,0.063,0.055,0.044,0.033,0.019,Port Arthur West,623 Ellias Street,Texas,Jefferson,Port Arthur,13140,"Beaumont-Port Arthur, TX",2022-01-20
48,245,0022,44201,1,29.863957,-94.317802,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6172,99.0,Y,362,365,0,0,4,4,Certified,0.036022,0.014142,0.083,2002-09-12 09:00,0.075,2002-10-17 10:00,0.071,2002-09-11 10:00,0.071,2002-09-28 09:00,,,,,0.071,0.069,0.063,0.056,0.045,0.035,0.019,Hamshire,12552 Second St,Texas,Jefferson,,13140,"Beaumont-Port Arthur, TX",2022-01-20
48,245,0101,44201,1,29.727931,-93.894081,NAD83,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,5988,96.0,Y,350,365,0,0,30,30,Uncertified (past due),0.041943,0.018296,0.121,2002-09-14 14:00,0.116,2002-07-12 10:00,0.095,2002-09-11 11:00,0.095,2002-09-12 10:00,,,,,0.095,0.092,0.076,0.068,0.05,0.039,0.021,SETRPC  40  Sabine Pass,5200 Mechanic,Texas,Jefferson,,13140,"Beaumont-Port Arthur, TX",2022-01-20
48,245,0102,44201,1,29.9425,-94.000556,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6126,98.0,Y,356,365,0,0,17,17,Uncertified (past due),0.038801,0.016458,0.091,2002-09-12 09:00,0.087,2002-09-14 09:00,0.085,2002-05-22 10:00,0.082,2002-06-22 10:00,,,,,0.082,0.077,0.07,0.063,0.047,0.037,0.02,SETRPC 43 Jefferson Co Airport,Jefferson County Airport,Texas,Jefferson,Port Arthur,13140,"Beaumont-Port Arthur, TX",2022-01-20
48,251,0003,44201,1,32.353595,-97.436742,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6178,100.0,Y,244,245,0,0,32,32,Certified,0.04891,0.018488,0.114,2002-07-08 12:00,0.105,2002-09-11 11:00,0.094,2002-08-07 11:00,0.092,2002-08-09 10:00,,,,,0.094,0.09,0.083,0.076,0.061,0.049,0.038,Cleburne Airport,1650 Airport Drive,Texas,Johnson,Cleburne,19100,"Dallas-Fort Worth-Arlington, TX",2022-01-20
48,257,0005,44201,1,32.564968,-96.317687,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6168,99.0,Y,242,245,0,0,9,9,Certified,0.042322,0.014736,0.081,2002-09-14 10:00,0.079,2002-06-22 11:00,0.078,2002-09-27 10:00,0.077,2002-06-23 10:00,,,,,0.078,0.075,0.066,0.062,0.054,0.043,0.034,Kaufman,3790 S Houston St,Texas,Kaufman,Kaufman,19100,"Dallas-Fort Worth-Arlington, TX",2022-01-20
48,339,0078,44201,1,30.350302,-95.425128,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6023,95.0,Y,347,365,0,0,17,17,Certified,0.042965,0.015848,0.108,2002-09-30 12:00,0.1,2002-06-13 12:00,0.089,2002-10-17 10:00,0.082,2002-09-13 10:00,,,,,0.082,0.077,0.07,0.064,0.052,0.042,0.024,Conroe Relocated,9472A Hwy 1484,Texas,Montgomery,Conroe,26420,"Houston-The Woodlands-Sugar Land, TX",2022-01-20
48,355,0025,44201,2,27.76534,-97.434262,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6087,97.0,Y,354,365,0,0,14,14,Certified,0.037387,0.015999,0.1,2002-09-12 11:00,0.096,2002-09-13 11:00,0.087,2002-08-30 10:00,0.084,2002-06-17 21:00,,,,,0.084,0.078,0.067,0.06,0.048,0.034,0.02,Corpus Christi West,902 Airport Road,Texas,Nueces,Corpus Christi,18580,"Corpus Christi, TX",2022-01-20
48,355,0026,44201,1,27.832413,-97.555387,NAD83,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6134,98.0,Y,359,365,0,0,10,10,Certified,0.037593,0.014761,0.094,2002-09-12 10:00,0.091,2002-09-13 11:00,0.081,2002-08-30 10:00,0.078,2002-08-29 10:00,,,,,0.078,0.073,0.066,0.056,0.047,0.035,0.021,Corpus Christi Tuloso,9860 La Branch,Texas,Nueces,Corpus Christi,18580,"Corpus Christi, TX",2022-01-20
48,361,1001,44201,2,30.085263,-93.761341,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6181,99.0,Y,362,365,0,0,23,23,Certified,0.041837,0.016051,0.094,2002-09-14 10:00,0.091,2002-09-12 09:00,0.087,2002-07-24 11:00,0.085,2002-05-22 11:00,,,,,0.085,0.079,0.072,0.064,0.05,0.04,0.024,West Orange,2700 Austin Ave,Texas,Orange,West Orange,13140,"Beaumont-Port Arthur, TX",2022-01-20
48,361,1100,44201,1,30.194167,-93.866944,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6128,98.0,Y,356,365,0,0,0,0,Uncertified (past due),0.032275,0.01334,0.07,2002-05-21 10:00,0.07,2002-05-22 09:00,0.07,2002-08-10 10:00,0.07,2002-10-17 10:00,,,,,0.07,0.063,0.058,0.052,0.041,0.031,0.017,,INTERSECTION OF TX HWYS 62 AND 12,Texas,Orange,West Orange,13140,"Beaumont-Port Arthur, TX",2022-01-20
48,367,0081,44201,1,32.868773,-97.905931,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6129,98.0,Y,241,245,0,0,31,31,Certified,0.048863,0.018846,0.108,2002-08-09 12:00,0.094,2002-06-24 13:00,0.094,2002-08-29 13:00,0.092,2002-08-08 11:00,,,,,0.094,0.092,0.088,0.073,0.061,0.047,0.038,Parker County,3033 New Authon Rd,Texas,Parker,Weatherford,19100,"Dallas-Fort Worth-Arlington, TX",2022-01-20
48,397,0001,44201,1,32.936523,-96.459211,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6200,100.0,Y,245,245,0,0,20,20,Certified,0.046098,0.016351,0.096,2002-09-14 11:00,0.087,2002-06-23 10:00,0.086,2002-08-09 11:00,0.082,2002-09-27 11:00,,,,,0.086,0.081,0.074,0.068,0.059,0.045,0.035,Rockwall Heath,100 E Heath St,Texas,Rockwall,Rockwall,19100,"Dallas-Fort Worth-Arlington, TX",2022-01-20
48,423,0007,44201,1,32.344027,-95.415754,NAD83,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6166,99.0,Y,243,245,0,0,20,20,Certified,0.047148,0.016697,0.09,2002-06-22 10:00,0.087,2002-09-11 10:00,0.086,2002-09-14 10:00,0.084,2002-08-08 12:00,,,,,0.086,0.08,0.073,0.069,0.059,0.049,0.038,Tyler Airport Relocated,14790 County Road 1145,Texas,Smith,Tyler,46340,"Tyler, TX",2022-01-20
48,439,0075,44201,1,32.987891,-97.477175,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6068,96.0,Y,236,245,0,0,50,50,Certified,0.052784,0.021772,0.123,2002-08-09 12:00,0.122,2002-06-24 12:00,0.113,2002-07-09 11:00,0.1,2002-06-23 11:00,,,,,0.113,0.099,0.094,0.085,0.067,0.05,0.04,Eagle Mountain Lake,14290 Morris Dido Newark Rd,Texas,Tarrant,Eagle Mountain,19100,"Dallas-Fort Worth-Arlington, TX",2022-01-20
48,439,1002,44201,2,32.80581,-97.356529,NAD83,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6189,99.0,Y,243,245,0,0,34,34,Certified,0.04542,0.021379,0.113,2002-08-09 12:00,0.112,2002-06-24 12:00,0.106,2002-08-07 11:00,0.096,2002-07-09 10:00,,,,,0.106,0.095,0.084,0.075,0.057,0.044,0.033,Fort Worth Northwest,3317 Ross Ave,Texas,Tarrant,Fort Worth,19100,"Dallas-Fort Worth-Arlington, TX",2022-01-20
48,439,2003,44201,2,32.922492,-97.282099,NAD83,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6143,98.0,Y,240,245,0,0,46,46,Certified,0.05215,0.021532,0.125,2002-08-09 12:00,0.122,2002-06-24 11:00,0.11,2002-07-09 10:00,0.106,2002-06-23 11:00,,,,,0.11,0.098,0.091,0.082,0.066,0.05,0.038,Keller,FAA Site off Alta Vista Road,Texas,Tarrant,Fort Worth,19100,"Dallas-Fort Worth-Arlington, TX",2022-01-20
48,439,3009,44201,1,32.98426,-97.063721,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6134,99.0,Y,242,245,0,0,36,36,Certified,0.048835,0.020334,0.127,2002-08-09 12:00,0.111,2002-06-24 11:00,0.109,2002-06-23 11:00,0.109,2002-07-09 10:00,,,,,0.109,0.096,0.084,0.077,0.06,0.047,0.036,Grapevine Fairway,4100 Fairway Dr,Texas,Tarrant,Grapevine,19100,"Dallas-Fort Worth-Arlington, TX",2022-01-20
48,439,3011,44201,1,32.65637,-97.088598,NAD83,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,5719,96.0,Y,235,245,0,0,30,30,Certified,0.04577,0.01941,0.101,2002-07-08 10:00,0.101,2002-08-07 10:00,0.094,2002-06-23 10:00,0.092,2002-06-24 11:00,,,,,0.094,0.092,0.079,0.073,0.058,0.045,0.033,Arlington Municipal Airport,5504 South Collins Street,Texas,Tarrant,Arlington,19100,"Dallas-Fort Worth-Arlington, TX",2022-01-20
48,453,0014,44201,2,30.354944,-97.761803,NAD83,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6194,100.0,Y,245,245,0,0,16,16,Certified,0.042665,0.017546,0.1,2002-06-24 11:00,0.096,2002-09-13 10:00,0.092,2002-06-23 10:00,0.091,2002-09-14 10:00,,,,,0.092,0.087,0.072,0.067,0.054,0.043,0.033,Austin North Hills Drive,3824 North Hills Drive,Texas,Travis,Austin,12420,"Austin-Round Rock, TX",2022-01-20
48,453,0020,44201,1,30.483163,-97.875084,NAD83,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2002,Parts per million,No Events,6169,98.0,Y,241,245,0,0,9,9,Certified,0.041456,0.015444,0.082,2002-06-24 11:00,0.081,2002-06-18 10:00,0.081,2002-06-23 11:00,0.081,2002-09-14 10:00,,,,,0.081,0.08,0.068,0.064,0.051,0.044,0.034,Austin Audubon Society,12200 Lime Creek Rd,Texas,Travis,Leander,12420,"Austin-Round Rock, TX",2022-01-20
